ID,URL,Title,Difficulty,Acceptance %,Frequency %
819,https://leetcode.com/problems/most-common-word,Most Common Word,Easy,45.1%,100.0%
322,https://leetcode.com/problems/coin-change,Coin Change,Medium,48.3%,97.3%
1229,https://leetcode.com/problems/meeting-scheduler,Meeting Scheduler,Medium,55.2%,91.7%
408,https://leetcode.com/problems/valid-word-abbreviation,Valid Word Abbreviation,Easy,37.0%,90.3%
559,https://leetcode.com/problems/maximum-depth-of-n-ary-tree,Maximum Depth of N-ary Tree,Easy,73.5%,85.8%
211,https://leetcode.com/problems/design-add-and-search-words-data-structure,Design Add and Search Words Data Structure,Medium,48.4%,84.0%
622,https://leetcode.com/problems/design-circular-queue,Design Circular Queue,Medium,54.4%,82.0%
1452,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,60.6%,74.7%
198,https://leetcode.com/problems/house-robber,House Robber,Medium,53.1%,67.8%
480,https://leetcode.com/problems/sliding-window-median,Sliding Window Median,Hard,39.0%,67.8%
568,https://leetcode.com/problems/maximum-vacation-days,Maximum Vacation Days,Hard,46.8%,63.2%
124,https://leetcode.com/problems/binary-tree-maximum-path-sum,Binary Tree Maximum Path Sum,Hard,42.2%,57.3%
213,https://leetcode.com/problems/house-robber-ii,House Robber II,Medium,44.8%,57.3%
1038,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree,Binary Search Tree to Greater Sum Tree,Medium,88.3%,50.0%
1071,https://leetcode.com/problems/greatest-common-divisor-of-strings,Greatest Common Divisor of Strings,Easy,52.8%,50.0%
1160,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters,Find Words That Can Be Formed by Characters,Easy,71.1%,50.0%
2451,https://leetcode.com/problems/odd-string-difference,Odd String Difference,Easy,61.1%,50.0%
112,https://leetcode.com/problems/path-sum,Path Sum,Easy,54.8%,49.0%
1232,https://leetcode.com/problems/check-if-it-is-a-straight-line,Check If It Is a Straight Line,Easy,40.0%,49.0%
